S.no,Meaningful,Uniqueness,Price,Physical availability,Saliency,Consideration
1900,6,6,7,7,6,6
1901,6,6,7,7,7,7
1902,7,6,6,7,7,6
1903,7,8,7,8,6,7
1904,8,8,6,8,8,7
1905,7,7,6,8,7,5
1906,6,6,6,7,7,7
1907,7,7,7,7,6,7
1908,6,6,7,7,7,7
1909,8,8,7,8,8,7
1910,8,8,9,9,9,4
1911,8,8,8,7,8,4
1912,7,7,8,7,7,4
1913,7,8,8,7,7,4
1914,9,9,5,8,4,6
1915,6,6,6,6,6,6
1916,8,7,6,7,7,8
1917,4,4,4,7,7,5
1918,9,9,6,8,9,8
1919,7,8,6,8,8,7
1920,7,7,7,7,6,7
1921,6,6,7,6,5,6
1922,7,6,6,6,5,7
1923,7,7,7,7,5,6
1924,7,7,8,6,7,7
1925,8,7,5,7,7,7
1926,8,8,7,8,8,6
1927,7,7,6,7,7,6
1928,8,8,7,7,7,6
1929,8,8,5,7,8,7
1930,9,9,7,9,8,8
1931,8,8,5,7,8,7
1932,8,8,8,8,8,7
1933,9,9,8,10,9,8
1934,7,7,6,6,6,8
1935,8,8,6,7,7,6
1936,8,8,8,8,8,7
1937,8,8,6,8,9,7
1938,6,7,6,6,4,6
1939,8,8,5,7,7,7
1940,8,8,7,9,7,6
1941,8,8,5,5,6,7
1942,9,8,7,9,9,7
1943,8,8,6,8,8,8
1944,6,7,4,5,10,6
1945,6,6,7,6,6,7
1946,2,2,5,4,1,3
1947,4,3,7,5,5,4
1948,6,6,6,8,7,6
1949,7,5,5,7,7,7
1950,6,6,6,7,6,6
1951,5,5,6,6,6,6
1952,8,8,5,8,9,7
1953,6,6,6,6,6,5
1954,7,7,6,7,1,8
1955,8,8,5,9,9,8
1956,5,4,5,6,6,6
1957,7,7,7,8,8,6
1958,6,7,6,5,6,5
1959,6,6,6,7,6,7
1960,8,8,4,7,5,7
1961,6,5,5,7,7,6
1962,7,7,6,9,9,6
1963,6,6,4,4,5,6
1964,6,6,6,7,7,5
1965,6,6,7,6,6,5
1966,8,8,6,5,8,6
1967,7,8,8,7,8,6
1968,6,6,6,10,10,7
1969,7,6,7,8,8,8
1970,8,7,6,6,7,5
1971,8,7,6,7,7,7
1972,8,6,6,7,9,8
1973,8,8,4,5,5,6
1974,8,7,6,7,6,6
1975,7,8,6,8,7,5
1976,7,8,6,7,8,8
1977,5,5,5,5,6,4
1978,7,6,6,10,8,6
1979,7,7,8,8,8,5
1980,8,8,7,7,8,6
1981,8,8,6,8,8,7
1982,7,8,7,7,9,7
1983,9,9,5,10,10,8
1984,5,4,4,6,6,6
1985,6,6,7,6,6,5
1986,9,9,6,9,9,8
1987,7,7,6,6,6,6
1988,7,7,6,7,7,6
1989,8,7,7,8,3,7
1990,8,8,5,6,5,7
1991,6,6,3,6,5,5
1992,3,2,6,6,7,4
1993,8,8,6,6,8,7
1994,8,8,8,8,8,8
1995,8,8,9,7,8,7
1996,8,8,7,6,7,8
1997,6,7,6,5,7,7
1998,8,8,7,8,8,6
1999,8,8,6,7,7,7
2000,8,7,7,8,9,7
2001,6,6,4,6,3,5
2002,8,8,7,9,9,8
2003,6,6,5,6,8,7
2004,8,8,6,5,7,7
2005,5,5,5,5,5,5
2006,8,8,6,5,9,6
2007,9,9,7,8,9,7
2008,8,8,6,7,7,6
2009,8,8,6,7,6,7
2010,6,6,5,7,6,6
2011,7,6,6,7,7,5
2012,6,5,6,5,4,6
2013,7,7,6,7,7,6
2014,5,5,5,6,6,6
2015,4,4,5,5,5,4
2016,7,7,6,7,6,6
2017,6,6,6,7,8,5
2018,8,4,7,8,7,5
2019,9,9,8,5,6,7
2020,8,9,8,8,9,5
2021,9,9,4,10,10,6
2022,7,8,6,8,9,7
2023,7,7,6,6,6,5
2024,7,7,5,6,3,5
2025,8,8,7,8,8,8
2026,9,9,6,9,8,8
2027,7,7,7,9,9,7
2028,8,7,5,8,8,8
2029,7,8,7,8,7,7
2030,8,8,7,8,8,7
2031,6,6,4,7,6,7
2032,8,9,9,10,10,4
2033,7,8,7,7,9,5
2034,7,8,7,8,7,6
2035,7,7,6,6,8,5
2036,8,7,6,7,8,7
2038,8,7,6,8,8,8
2039,6,4,5,7,3,6
2040,8,8,7,7,7,6
2041,7,8,7,8,9,7
2042,8,9,7,5,7,7
2043,7,5,7,7,7,7
2044,8,8,5,4,6,7
2045,7,8,5,9,9,8
2046,9,9,8,7,8,8
2047,7,8,7,6,7,6
2048,5,5,5,6,6,7
2049,7,7,7,8,7,7
2050,8,8,7,9,8,7
2051,8,8,5,6,1,7
2052,8,8,6,7,6,6
2053,9,9,5,4,5,4
2054,9,9,7,9,9,7
2055,8,9,8,9,7,6
2056,9,7,6,6,9,6
2057,7,5,7,7,6,6
2058,6,5,5,4,6,6
2059,7,7,4,7,7,6
2060,6,6,5,7,7,7
2061,9,9,6,8,10,9
2062,5,6,4,7,5,5
2063,5,6,5,5,3,4
2064,8,8,6,8,8,7
2065,6,6,6,6,6,8
2066,5,5,6,6,6,7
2067,8,8,6,8,7,8
2068,7,7,6,7,7,8
2069,8,8,6,8,8,8
2070,6,6,7,6,6,7
2071,6,5,7,6,6,7
2072,7,7,7,7,8,8
2073,7,6,7,6,7,6
2074,5,5,5,5,6,5
2075,8,8,6,9,9,8
2076,7,6,7,7,7,8
2077,8,8,9,9,10,9
2078,8,8,7,8,9,8
2079,8,8,8,8,8,9
2080,6,6,5,7,6,7
2081,6,6,5,6,7,6
2082,7,6,7,6,7,7
2083,7,8,6,8,7,6
2084,7,7,7,7,7,8
2085,6,7,7,7,7,7
2086,7,7,7,7,6,7
2087,7,7,7,7,7,6
2088,6,5,8,5,5,3
2089,7,8,7,8,8,6
2090,8,8,7,8,8,5
2091,8,9,8,8,9,3
2092,9,9,8,9,9,3
2093,8,8,9,9,9,9
2094,8,8,9,9,9,8
2095,7,7,7,7,8,6
2096,8,8,9,9,9,8
2097,6,8,6,7,7,7
2098,5,6,6,6,5,7
2099,8,8,7,8,8,6
2100,7,8,8,8,7,7
2101,7,6,5,6,6,6
2102,6,6,7,7,7,7
2103,6,6,7,6,7,7
2104,5,4,6,6,6,6
2105,7,7,6,6,6,7
2106,7,7,8,7,7,7
2107,5,4,5,5,6,5
2108,6,6,7,7,6,6
2109,6,6,6,6,7,7
2110,7,7,8,8,8,7
2111,6,6,6,6,6,5
2112,8,8,8,9,9,8
2113,7,7,7,7,7,7
2114,6,7,6,6,7,7
2115,7,8,8,9,9,7
2116,6,6,6,6,5,7
2117,7,7,5,3,1,8
2118,6,6,6,7,7,7
2119,8,8,6,9,9,6
2120,8,9,6,9,8,8
2121,8,8,8,9,8,7
2122,8,8,6,8,8,7
2123,7,6,8,7,7,4
2124,6,6,6,7,5,7
2125,7,7,7,6,6,7
2126,7,8,8,7,7,8
2127,8,8,7,7,7,6
2128,8,8,6,8,7,7
2129,7,6,7,8,7,4
2130,8,8,7,8,7,4
2131,8,8,4,9,9,8
2132,7,8,7,7,8,6
2133,8,9,8,8,9,6
2134,9,9,6,7,4,8
2135,8,9,6,7,6,8
2136,9,8,8,7,8,6
2137,9,9,5,10,10,9
2138,6,6,7,7,7,8
2139,8,9,7,9,7,7
2140,7,7,7,9,8,7
2141,7,7,5,7,7,6
2142,7,7,5,6,7,6
2143,6,6,6,7,6,5
2144,8,8,7,8,8,5
2145,4,5,6,5,5,7
2146,9,9,5,10,10,8
2147,8,8,9,9,9,8
2148,9,8,7,9,9,7
2149,9,9,4,10,10,6
2150,8,8,9,9,9,8
2151,6,5,6,7,6,5
2152,7,5,5,7,4,6
2153,7,7,8,6,6,7
2154,8,8,8,9,9,8
2155,7,8,6,8,8,7
2156,7,6,6,7,8,7
2157,8,7,6,8,10,8
2158,4,3,4,4,4,6
2159,6,6,7,6,6,6
2160,5,6,5,5,7,6
2161,7,7,7,6,6,6
2162,9,9,6,10,10,7
2163,9,9,6,10,10,4
2164,7,7,7,6,6,5
2165,5,5,6,5,5,7
2166,8,7,7,8,4,6
2167,9,9,8,9,9,8
2168,8,7,7,8,8,6
2169,9,8,9,9,9,6
2170,8,8,8,7,8,8
2171,5,4,5,6,1,5
2172,7,8,8,8,8,5
2173,9,9,6,8,8,3
2174,8,8,6,9,6,6
2175,6,6,5,7,7,5
2176,8,8,9,9,8,9
2177,8,9,8,8,8,5
2178,8,8,9,8,8,8
2179,7,8,7,7,7,7
2180,5,5,3,6,6,4
2181,7,6,5,7,7,6
2182,8,8,5,8,9,7
2183,6,6,6,6,6,5
2184,7,6,5,4,4,6
2185,7,5,5,6,4,5
2186,6,6,6,6,6,7
2187,7,6,6,6,6,7
2188,7,7,6,7,7,7
2189,7,6,5,5,5,5
2190,7,7,6,6,2,6
2191,8,7,7,10,9,7
2192,6,6,6,6,7,6
2193,8,8,6,8,8,6
2194,6,6,5,6,8,5
2195,3,3,5,4,4,6
2196,6,6,6,6,6,6
2198,7,7,7,6,6,6
2199,7,7,7,9,8,6
2200,7,6,4,6,7,6
2201,8,8,7,9,9,9
2202,7,8,7,8,7,6
2203,8,7,6,7,6,6
2204,6,6,5,7,6,6
2205,7,7,8,8,8,6
2206,7,5,6,7,7,6
2207,7,7,7,8,7,6
2208,6,6,6,6,6,7
2209,4,4,6,5,7,6
2210,7,7,6,6,7,7
2211,8,8,7,9,7,6
2212,8,8,8,9,9,7
2213,4,6,6,6,7,6
2214,6,6,5,6,4,6
2215,8,9,8,6,9,6
2216,7,7,6,5,6,7
2217,7,7,6,8,7,6
2218,8,7,7,9,8,7
2219,6,4,6,7,8,6
2220,8,8,9,9,8,8
2221,2,3,4,5,2,3
2222,7,8,5,7,7,7
2223,6,6,6,5,4,4
2224,5,6,6,6,6,6
2225,7,7,6,6,6,7
2226,6,6,6,6,6,4
2227,9,9,8,10,9,8
2228,8,8,5,7,8,6
2229,7,8,7,9,8,6
2230,6,6,6,6,6,6
2231,8,3,7,8,7,6
2232,7,6,6,7,7,7
2233,5,5,6,6,6,6
2234,6,5,5,5,6,5
2235,9,9,6,6,8,7
2236,5,6,6,6,5,6
2237,9,9,10,10,10,7
2238,8,7,6,6,7,5
2239,7,8,6,6,8,7
2240,8,8,8,7,9,6
2241,8,8,7,9,9,7
2242,7,7,5,7,6,7
2243,9,9,7,9,9,7
2244,6,6,6,7,7,6
2245,5,5,4,5,6,6
2246,7,7,5,8,7,6
2247,8,9,9,6,9,6
2248,4,4,7,5,5,6
2249,6,6,6,7,8,5
2250,9,9,6,8,9,7
2251,5,5,7,7,6,6
2252,8,8,7,9,9,7
2253,7,7,5,5,5,7
2254,7,5,7,7,6,6
2255,5,5,6,7,6,6
2256,9,9,7,8,9,7
2257,7,7,5,3,1,8
2258,7,7,7,8,8,7
2259,6,6,6,6,6,7
2260,6,6,5,6,6,8
2261,7,7,6,7,6,6
2262,7,6,7,7,7,6
2263,6,6,6,5,7,4
2264,7,7,7,8,7,7
2265,6,6,6,6,6,8
2266,7,7,7,7,7,7
2267,8,8,9,8,8,8
2268,7,7,8,8,8,8
2269,6,4,6,6,7,4
2270,7,7,3,6,6,7
2271,7,7,7,8,8,6
2272,6,7,8,7,7,4
2273,8,8,8,8,8,8
2274,9,9,8,8,9,5
2275,8,8,8,8,8,8
2276,7,7,7,6,6,5
2277,7,8,7,8,5,7
2278,4,5,4,6,5,5
2279,8,8,6,6,6,6
2280,7,7,6,7,6,4
2281,6,5,5,7,6,5
2282,6,6,6,6,8,5
2283,6,6,7,6,7,6
2284,7,7,6,7,1,8
2285,6,8,7,6,6,6
2286,8,8,7,9,2,7
2287,6,6,3,6,6,7
2288,7,7,7,8,7,6
2289,8,8,7,8,7,7
2290,8,7,6,8,6,6
2291,7,7,6,7,8,6
2292,7,7,7,8,6,5
2293,7,7,7,8,7,6
2294,7,7,6,7,6,6
2295,7,7,6,7,8,6
2296,7,6,6,7,6,5
2297,7,7,6,8,6,5
2298,7,7,6,7,6,6
2299,6,6,6,6,6,5
2300,6,7,7,7,7,5
2301,7,7,6,7,6,6
2302,7,6,6,6,7,4
2303,6,6,6,6,6,4
2304,7,7,6,7,6,6
2305,6,6,7,6,6,5
2306,7,6,7,7,6,5
2307,5,6,6,6,6,5
2308,8,8,7,8,5,6
2309,7,6,6,7,6,5
